22|4|160|49|4|9|33547,21|
22|5|17|94|1|7|49435,45|
22|6|55|25|3|5|53619,74|
22|7|51|23|5|9|68071,83|
22|8|50|30|2|7|58048,36|
22|9|183|27|4|5|58138,41|
22|10|64|50|1|9|67042,91|
22|11|98|10|3|7|46580,2|
22|12|44|35|5|5|32646,86|
22|13|51|23|2|9|68071,83|
22|14|155|56|4|7|51519,03|
22|15|174|20|1|5|47660,54|
22|16|175|27|3|9|60080,5|
23|1|33|89|4|10|84303,08|
23|2|42|43|2|9|35334,9|
23|3|115|14|5|8|67771,75|
23|4|28|86|3|7|55750,46|
23|5|194|20|1|6|71372,95|
23|6|114|30|4|5|46400,13|
23|7|96|23|2|10|51994,91|
23|8|189|57|5|9|86283,74|
23|9|163|53|3|8|44432,3|
24|1|186|2|5|5|35425,45|
24|2|14|45|4|5|42027,19|
24|3|123|58|3|5|44779,59|
24|4|75|89|2|5|84307,37|
24|5|169|34|1|5|55737,59|
24|6|20|66|5|5|45015,39|
24|7|87|89|4|5|70386,91|
24|8|162|94|3|5|41465,58|
24|9|114|30|2|5|46400,13|
24|10|60|46|1|5|45679,9|
24|11|41|30|5|5|30396,1|
24|12|167|28|4|5|57439,6|
24|13|177|70|3|5|68646,29|
25|1|189|57|1|6|86283,74|
25|2|84|67|1|7|47596,25|
25|3|192|70|1|8|84363,09|
25|4|12|35|1|9|38486,01|
25|5|135|14|1|10|37122,65|
25|6|59|76|1|5|81250,58|
25|7|178|8|1|6|40732,47|
25|8|129|94|1|7|50532,99|
25|9|30|1|1|8|18729,27|
25|10|86|66|1|9|34100,22|
25|11|182|62|1|10|54108,49|
25|12|172|34|1|5|65842,48|
26|1|171|99|2|7|63090,13|
26|2|28|86|3|9|55750,46|
26|3|159|21|4|5|87797,12|
26|4|106|10|5|7|89820,68|
26|5|35|96|1|9|33581,44|
26|6|1|14|2|5|80538,96|
26|7|134|41|3|7|36136,63|
27|1|148|55|3|8|47111,81|
27|2|12|35|5|5|38486,01|
27|3|42|43|2|8|35334,9|
27|4|164|34|4|5|64470,58|
27|5|167|28|1|8|57439,6|
27|6|29|46|3|5|34391,74|
27|7|134|41|5|8|36136,63|
27|8|30|1|2|5|18729,27|
27|9|64|50|4|8|67042,91|
27|10|149|4|1|5|72822,0|
27|11|89|83|3|8|47527,66|
28|1|140|40|4|9|57636,83|
28|2|80|5|2|7|59767,53|
28|3|114|30|5|5|46400,13|
28|4|119|87|3|9|50897,37|
28|5|66|47|1|7|51013,14|
28|6|140|40|4|5|57636,83|
28|7|177|70|2|9|68646,29|
28|8|68|57|5|7|74378,24|
28|9|35|96|3|5|33581,44|
28|10|104|84|1|9|33928,71|
28|11|144|100|4|7|75698,72|
28|12|65|69|2|5|42721,73|
28|13|71|66|5|9|86733,9|
29|1|31|32|5|10|79651,48|
29|2|4|12|4|9|44946,75|
29|3|102|42|3|8|36561,07|
29|4|187|57|2|7|44560,91|
29|5|90|4|1|6|38288,8|
30|1|6|54|1|5|87226,92|
30|2|170|70|1|5|34730,41|
30|3|109|53|1|5|88590,24|
30|4|32|77|1|5|42057,2|
30|5|148|55|1|5|47111,81|
30|6|124|62|1|5|66922,86|
30|7|139|8|1|5|38923,3|
30|8|42|43|1|5|35334,9|
30|9|49|30|1|5|56127,74|
30|10|55|25|1|5|53619,74|
30|11|62|78|1|5|51660,51|
30|12|28|86|1|5|55750,46|
30|13|104|84|1|5|33928,71|
30|14|2|87|1|5|52273,58|
30|15|13|72|1|5|59300,23|
30|16|1|14|1|5|80538,96|
30|17|168|46|1|5|41838,59|
31|1|74|72|2|6|66382,62|
31|2|159|21|3|7|87797,12|
31|3|22|98|4|8|44102,21|
31|4|136|75|5|9|56316,37|
32|1|53|27|3|7|79454,25|
32|2|186|2|5|9|35425,45|
32|3|26|89|2|5|66069,67|
32|4|114|30|4|7|46400,13|
32|5|23|74|1|9|84221,63|
32|6|30|1|3|5|18729,27|
32|7|163|53|5|7|44432,3|
32|8|119|87|2|9|50897,37|
32|9|50|30|4|5|58048,36|
32|10|105|55|1|7|75745,85|
32|11|24|99|3|9|57816,92|
32|12|55|25|5|5|53619,74|
33|1|150|91|4|8|45354,08|
33|2|132|49|2|5|35099,15|
33|3|74|72|5|8|66382,62|
33|4|115|14|3|5|67771,75|
34|1|153|33|5|9|34190,24|
34|2|176|7|4|7|33675,8|
34|3|167|28|3|5|57439,6|
35|1|35|96|1|10|33581,44|
35|2|64|50|1|9|67042,91|
35|3|41|30|1|8|30396,1|
35|4|21|26|1|7|43167,56|
35|5|104|84|1|6|33928,71|
36|1|11|39|2|5|55836,18|
36|2|181|36|3|5|65679,55|
36|3|158|22|4|5|40998,28|
36|4|175|27|5|5|60080,5|
36|5|120|11|1|5|64676,39|
36|6|146|47|2|5|44368,02|
36|7|148|55|3|5|47111,81|
36|8|167|28|4|5|57439,6|
36|9|86|66|5|5|34100,22|
36|10|14|45|1|5|42027,19|
36|11|94|46|2|5|84753,22|
36|12|133|68|3|5|47686,28|
36|13|17|94|4|5|49435,45|
36|14|27|64|5|5|85610,65|
36|15|76|98|1|5|39330,57|
36|16|127|1|2|5|10920,65|
36|17|19|27|3|5|34181,69|
36|18|151|12|4|5|32145,26|
36|19|58|64|5|5|70395,45|
37|1|179|2|3|6|39564,75|
37|2|115|14|5|7|67771,75|
37|3|180|68|2|8|63248,72|
37|4|20|66|4|9|45015,39|
37|5|101|73|1|10|89953,53|
37|6|83|72|3|5|68470,51|
38|1|179|2|4|7|39564,75|
38|2|79|69|2|9|59484,59|
38|3|99|72|5|5|50065,66|
38|4|68|57|3|7|74378,24|
38|5|89|83|1|9|47527,66|
38|6|128|78|4|5|76354,63|
38|7|176|7|2|7|33675,8|
38|8|19|27|5|9|34181,69|
38|9|82|68|3|5|31536,47|
38|10|73|45|1|7|76226,04|
38|11|11|39|4|9|55836,18|
38|12|84|67|2|5|47596,25|
38|13|136|75|5|7|56316,37|
38|14|41|30|3|9|30396,1|
38|15|2|87|1|5|52273,58|
39|1|4|12|5|8|44946,75|
39|2|116|100|4|5|82622,45|
39|3|6|54|3|8|87226,92|
39|4|95|44|2|5|45452,66|
39|5|44|35|1|8|32646,86|
39|6|190|86|5|5|58794,34|
39|7|133|68|4|8|47686,28|
39|8|179|2|3|5|39564,75|
39|9|29|46|2|8|34391,74|
39|10|128|78|1|5|76354,63|
40|1|143|47|1|9|50387,19|
40|2|128|78|1|7|76354,63|
40|3|144|100|1|5|75698,72|
40|4|192|70|1|9|84363,09|
40|5|6|54|1|7|87226,92|
40|6|135|14|1|5|37122,65|
40|7|37|82|1|9|31600,8|
40|8|170|70|1|7|34730,41|
40|9|92|38|1|5|89919,24|
40|10|150|91|1|9|45354,08|
40|11|56|3|1|7|22602,6|
40|12|77|80|1|5|80564,66|
40|13|178|8|1|9|40732,47|
40|14|166|17|1|7|52895,22|
40|15|86|66|1|5|34100,22|
41|1|14|45|2|10|42027,19|
41|2|190|86|3|9|58794,34|
41|3|72|66|4|8|70116,82|
41|4|108|21|5|7|84594,58|
41|5|156|90|1|6|56706,5|
41|6|73|45|2|5|76226,04|
41|7|76|98|3|10|39330,57|
41|8|142|9|4|9|73713,71|
41|9|120|11|5|8|64676,39|
41|10|96|23|1|7|51994,91|
41|11|184|54|2|6|55947,69|
41|12|10|60|3|5|41692,82|
41|13|128|78|4|10|76354,63|
41|14|75|89|5|9|84307,37|
41|15|190|86|1|8|58794,34|
41|16|163|53|2|7|44432,3|
41|17|165|92|3|6|41881,44|
41|18|75|89|4|5|84307,37|
41|19|65|69|5|10|42721,73|
41|20|166|17|1|9|52895,22|
42|1|99|72|3|5|50065,66|
42|2|16|54|5|5|50460,1|
42|3|80|5|2|5|59767,53|
42|4|85|17|4|5|63360,2|
42|5|15|3|1|5|15229,8|
42|6|32|77|3|5|42057,2|
42|7|66|47|5|5|51013,14|
42|8|59|76|2|5|81250,58|
42|9|55|25|4|5|53619,74|
43|1|42|43|4|6|35334,9|
43|2|3|90|2|7|66695,64|
43|3|106|10|5|8|89820,68|
43|4|149|4|3|9|72822,0|
43|5|5|25|1|10|89674,88|
43|6|42|43|4|5|35334,9|
43|7|24|99|2|6|57816,92|
43|8|137|3|5|7|14592,6|
44|1|130|89|5|7|45023,95|
44|2|182|62|4|9|54108,49|
44|3|137|3|3|5|14592,6|
44|4|71|66|2|7|86733,9|
44|5|180|68|1|9|63248,72|
44|6|103|69|5|5|55921,93|
44|7|151|12|4|7|32145,26|
44|8|41|30|3|9|30396,1|
44|9|57|85|2|5|41362,68|
44|10|86|66|1|7|34100,22|
44|11|90|4|5|9|38288,8|
44|12|106|10|4|5|89820,68|
44|13|141|30|3|7|66104,02|
44|14|67|48|2|9|80238,82|
45|1|135|14|1|8|37122,65|
45|2|57|85|1|5|41362,68|
45|3|85|17|1|8|63360,2|
45|4|61|9|1|5|53868,41|
45|5|132|49|1|8|35099,15|
45|6|116|100|1|5|82622,45|
45|7|95|44|1|8|45452,66|
45|8|39|82|1|5|71145,76|
45|9|129|94|1|8|50532,99|
45|10|174|20|1|5|47660,54|
45|11|114|30|1|8|46400,13|
45|12|118|72|1|5|32389,65|
45|13|148|55|1|8|47111,81|
45|14|148|55|1|5|47111,81|
45|15|85|17|1|8|63360,2|
45|16|150|91|1|5|45354,08|
45|17|75|89|1|8|84307,37|
45|18|4|12|1|5|44946,75|
46|1|10|60|2|9|41692,82|
46|2|7|68|3|7|66275,48|
46|3|123|58|4|5|44779,59|
46|4|122|38|5|9|32381,03|
46|5|112|54|1|7|60655,01|
47|1|98|10|3|10|46580,2|
47|2|148|55|5|9|47111,81|
47|3|55|25|2|8|53619,74|
47|4|43|12|4|7|32038,07|
47|5|112|54|1|6|60655,01|
47|6|52|27|3|5|59750,44|
47|7|114|30|5|10|46400,13|
47|8|131|94|2|9|49486,87|
47|9|93|20|4|8|76646,17|
47|10|28|86|1|7|55750,46|
47|11|75|89|3|6|84307,37|
47|12|58|64|5|5|70395,45|
47|13|3|90|2|10|66695,64|
47|14|149|4|4|9|72822,0|
48|1|19|27|4|5|34181,69|
48|2|8|21|2|5|44513,77|
48|3|14|45|5|5|42027,19|
48|4|71|66|3|5|86733,9|
48|5|163|53|1|5|44432,3|
48|6|83|72|4|5|68470,51|
48|7|156|90|2|5|56706,5|
48|8|37|82|5|5|31600,8|
48|9|13|72|3|5|59300,23|
48|10|35|96|1|5|33581,44|
48|11|74|72|4|5|66382,62|
48|12|9|58|2|5|34276,0|
48|13|59|76|5|5|81250,58|
48|14|38|88|3|5|41054,05|
48|15|81|91|1|5|85040,47|
48|16|159|21|4|5|87797,12|
48|17|9|58|2|5|34276,0|
48|18|115|14|5|5|67771,75|
49|1|60|46|5|6|45679,9|
49|2|153|33|4|7|34190,24|
49|3|183|27|3|8|58138,41|
50|1|162|94|1|7|41465,58|
50|2|82|68|1|9|31536,47|
50|3|24|99|1|5|57816,92|
50|4|73|45|1|7|76226,04|
50|5|183|27|1|9|58138,41|
50|6|138|9|1|5|30769,09|
50|7|84|67|1|7|47596,25|
50|8|24|99|1|9|57816,92|
50|9|147|85|1|5|66378,38|
50|10|103|69|1|7|55921,93|
50|11|50|30|1|9|58048,36|
1|20|1|14|1|5|80538,96|
4|17|1|14|1|5|80538,96|
10|13|1|14|1|5|80538,96|
16|19|1|14|1|5|80538,96|
25|13|1|14|1|5|80538,96|
29|6|1|14|1|5|80538,96|
33|5|1|14|1|5|80538,96|
38|16|1|14|1|5|80538,96|
4|11|35|96|1|5|33581,44|
